Case #1: Impossible
5 27 162070
18 20 162648
18 5 163710
13 16 164227
21 4 166987
3 4 171511
5 1 172226
16 27 174723
9 12 174844
22 17 174990
24 25 177642
26 23 179477
6 19 179963
10 20 181167
15 14 181301
20 21 183189
14 24 184375
11 9 185879
23 21 186863
20 3 187713
17 20 192186
10 27 192533
2 26 195420
1 15 196661
22 18 196942
1 7 198526
13 15 198634
18 26 198655
9 17 200014
20 2 201159
23 13 206926
4 5 207426
18 12 208468
10 26 209036
14 7 209158
21 14 209883
22 11 210903
13 3 212795
15 7 213455
11 21 213721
10 1 214007
3 24 216310
11 10 216344
27 4 216559
1 22 216776
13 21 217319
23 5 218254
24 15 221076
1 9 225366
2 23 226053
13 9 227342
17 11 227363
1 12 228302
23 14 228766
17 27 232003
26 12 232379
27 20 232734
8 13 235829
9 14 235998
5 13 237392
7 3 239561
9 7 242160
3 17 244137
23 22 246916
14 5 250322
4 12 252184
22 13 252363
7 17 253476
18 27 253950
4 8 257709
10 13 257804
8 24 258271
16 14 259021
3 6 259349
2 24 260024
12 23 263012
6 21 263873
15 23 265467
18 25 266157
14 10 266463
1 17 266850
20 12 268386
23 9 271940
21 15 272782
27 1 273784
20 8 273911
2 15 277240
15 3 277306
23 17 277574
19 2 278494
25 19 279705
5 17 280052
24 10 280246
27 8 283076
16 7 288129
12 11 289870
8 9 290774
10 19 294919
15 16 295722
26 25 296741
7 10 296891
10 15 303164
23 27 303924
19 22 303927
6 16 307917
15 17 308131
17 10 310515
15 5 313221
27 14 318030
26 6 318310
7 27 320646
25 7 322024
12 17 324810
24 27 325105
6 10 325727
19 21 326732
22 6 328496
14 8 333215
1 25 335398
8 23 337388
4 6 338115
8 21 339421
14 25 346030
18 8 346786
16 25 348324
15 12 351705
5 19 358123
17 19 366469
5 25 380650
16 8 383465
6 27 385504
25 3 393952
25 21 398476
19 12 402881
6 7 406165
27 25 434350
10 25 441901
15 6 443910
18 19 450003
6 25 457255
19 26 467667
14 19 493299
11 19 502112
23 19 504547
19 15 555734
Case #83: 266
18 19 42683
3 17 42804
2 16 44145
23 27 58210
8 19 60293
2 14 60912
6 14 61861
26 27 64209
27 15 65737
16 6 69831
2 11 73248
10 17 74101
26 12 74287
6 23 75796
25 19 78301
23 12 80286
20 23 80457
14 7 80873
13 24 86707
18 26 89281
14 28 95353
13 1 96023
7 25 100239
5 14 101202
8 18 102976
14 16 105057
19 6 105189
2 26 107481
14 15 107832
28 23 109288
11 14 109423
15 17 109958
26 28 115287
10 3 116905
11 16 117393
4 9 119480
11 23 123358
23 15 123947
18 13 127132
2 19 130875
26 1 132962
6 27 134006
22 13 135073
25 2 135398
4 8 135527
23 14 137657
23 19 137963
27 12 138496
27 20 138667
19 28 138681
28 8 138904
6 1 139720
3 12 140889
2 7 141785
26 14 143656
16 26 151626
20 11 152083
27 18 153490
8 6 153906
26 29 154722
6 12 156082
6 20 156253
12 10 156306
21 27 157370
3 4 157589
25 6 161084
22 12 161159
18 15 161694
9 19 161870
9 13 161998
5 6 163063
12 18 163568
18 20 163739
19 21 164091
19 14 167050
27 28 167498
26 10 168305
19 13 169815
2 18 173558
27 14 173569
23 10 174304
19 16 175020
17 27 175695
28 7 176226
17 23 178371
7 19 178540
1 5 179405
25 16 179543
2 8 179592
25 14 181112
28 18 181364
20 2 181939
5 7 182075
21 28 182209
1 24 182730
15 10 184059
7 21 186029
1 11 187282
4 21 187589
15 7 188705
28 20 189745
1 25 192947
19 27 196173
1 27 197171
1 14 201581
4 7 202038
15 28 203185
11 12 203644
27 16 203837
15 12 204233
9 18 204553
12 19 206251
5 16 206259
18 21 206774
29 6 206927
27 29 206933
12 1 207249
20 1 207420
25 11 208646
5 15 209034
29 8 209189
11 5 210625
15 16 212889
24 18 213839
3 26 215176
6 21 215701
3 24 215725
14 8 215767
14 17 217790
22 2 217915
14 12 217943
14 20 218114
23 3 221175
2 21 221188
21 26 221579
22 24 221780
9 8 222163
18 1 222243
13 23 222412
4 18 222783
21 8 224384
13 14 224490
26 7 224529
12 16 225913
20 16 226084
12 29 229009
9 26 229795
4 24 230021
8 13 230108
22 1 231096
3 19 231602
10 27 232514
22 26 235446
19 29 236943
29 13 237071
2 4 237197
14 3 237946
8 7 238833
4 20 239156
10 25 241679
29 14 242153
20 10 242763
24 9 248705
3 28 249720
6 10 250100
5 18 250420
7 3 253540
6 17 254167
25 5 254245
29 11 254489
9 2 256314
8 27 256466
24 19 256522
18 10 257586
9 1 258021
17 24 258529
22 17 259244
13 2 261429
22 18 262205
15 1 262908
21 11 263263
15 8 264670
20 8 266715
6 9 267059
13 28 269235
29 15 272670
3 18 274285
19 17 274406
28 4 274431
10 4 274494
2 10 275786
9 3 277069
6 24 277271
13 27 280622
4 16 281342
13 4 281478
1 7 282454
25 15 282678
14 4 282911
10 5 283032
6 3 283212
13 11 283305
10 28 283592
20 13 283725
25 12 284552
20 25 284723
12 5 285314
13 12 287406
29 1 287684
3 2 288699
20 3 289634
10 14 291891
8 3 291895
1 4 294746
20 21 296037
7 17 296344
9 22 297071
19 22 297418
8 22 297641
10 11 297662
4 12 298478
7 12 298816
20 7 298987
19 10 300269
28 9 300551
17 11 300994
1 10 301267
22 3 302048
3 13 302432
24 2 302957
24 26 303120
20 9 304253
1 17 305334
13 7 305363
16 13 305574
27 24 305584
9 21 307069
5 8 309248
22 20 309904
4 11 310445
24 14 311197
3 5 311811
11 9 314621
24 8 316815
10 22 317465
23 4 318063
9 7 321518
7 29 323026
29 24 323778
17 29 327094
3 11 330774
3 16 332844
24 7 334243
5 21 340035
22 21 340946
10 7 341918
13 17 345236
24 15 345839
9 15 347743
25 22 353313
24 12 356614
8 10 360562
20 24 370432
22 29 372144
13 10 384718
22 4 416551
Case #84: 493
7 26 360
7 32 4256
32 26 4616
5 17 6177
33 35 6180
33 30 6790
8 23 11387
7 33 11407
26 33 11767
6 16 11905
9 23 12064
34 33 12107
30 35 12970
29 31 14545
32 33 15663
21 3 15819
27 34 16050
8 12 16065
24 33 16366
7 35 17587
35 26 17947
7 30 18197
34 35 18287
30 26 18557
30 34 18897
35 32 21843
30 32 22453
35 24 22546
14 12 22603
30 24 23156
8 9 23451
34 26 23493
34 7 23514
26 14 24413
7 14 24773
4 18 25224
18 9 25674
23 16 26923
23 14 27281
34 32 27770
7 24 27773
22 10 28069
24 26 28133
33 27 28157
34 24 28473
14 32 29029
9 16 29631
14 9 29989
5 7 31227
26 5 31587
24 32 32029
15 1 32703
18 12 33060
32 17 33148
27 35 34337
14 33 36180
30 3 37240
23 18 37738
26 17 37764
7 31 37802
26 31 38162
32 36 39480
26 27 39543
27 7 39564
17 25 39620
6 9 41536
32 31 42058
14 35 42360
33 5 42634
14 30 42970
7 36 43736
32 27 43820
3 33 44030
26 36 44096
25 18 44126
24 27 44523
14 16 44848
5 25 45797
13 23 46304
27 5 47023
4 11 47302
12 7 47376
14 34 47906
8 18 49125
33 31 49209
3 35 50210
8 6 50215
15 33 50674
4 9 50898
12 13 50982
12 32 51632
26 23 51694
23 7 52054
7 29 52347
26 29 52707
21 30 53059
26 9 54402
34 5 54741
7 9 54762
17 35 54991
36 33 55143
18 16 55305
31 35 55389
7 3 55437
3 26 55797
26 22 55815
31 30 55999
14 5 56000
29 32 56603
14 6 56753
18 10 56853
35 15 56854
15 30 57464
13 8 57691
4 12 58284
9 13 58368
12 33 58783
24 5 59000
3 32 59693
4 10 59863
3 24 60396
32 22 60431
29 10 60675
17 34 60918
35 36 61323
15 7 62081
14 17 62177
21 28 62240
15 26 62441
14 31 62575
15 34 62781
23 4 62962
8 7 63441
33 23 63461
12 35 64963
17 24 65177
10 30 65499
31 24 65575
8 32 66010
21 35 66029
20 30 66140
33 9 66169
15 32 66337
36 5 66451
34 36 67250
22 33 67582
14 36 68509
26 16 69261
4 25 69350
16 7 69621
23 35 69641
25 9 69800
29 35 69934
30 23 70251
12 34 70509
7 20 70757
34 20 71457
36 24 71509
26 21 71616
34 21 71956
27 3 72187
33 10 72289
9 35 72349
11 18 72526
36 17 72628
25 32 72768
17 4 72967
13 16 73227
14 13 73585
8 4 74349
8 33 74848
20 32 75013
15 9 75057
24 12 75149
23 34 75187
21 32 75512
34 29 75861
7 25 77024
14 29 77120
25 12 77186
31 27 77366
26 25 77384
34 9 77895
35 10 78469
5 12 78603
15 27 78831
27 25 79805
16 19 79809
23 24 79827
26 18 80076
29 24 80120
3 14 80210
18 7 80436
16 4 80529
4 14 80887
16 33 81028
8 35 81028
26 6 81166
35 4 81313
7 6 81526
30 8 81638
25 23 81864
1 18 81922
12 15 82443
9 10 82527
9 24 82535
23 5 83281
36 27 83300
1 33 83377
29 5 83574
30 28 83661
7 10 83696
18 17 83746
10 26 83884
22 24 83948
32 18 84692
17 12 84780
18 22 84922
6 13 85132
12 31 85178
32 6 85782
4 7 86540
27 12 86559
8 34 86574
5 3 86664
15 14 86854
26 4 86900
35 16 87208
4 34 87240
30 16 87818
4 22 87932
32 10 87952
21 27 88006
25 33 88431
24 10 88655
22 29 88744
15 4 89401
23 17 89458
1 35 89557
17 29 89751
12 10 89913
33 28 90451
32 4 90796
12 36 91112
8 24 91214
24 4 91499
33 18 91843
9 17 92166
4 6 92434
9 31 92564
34 16 92754
33 6 92933
8 5 92981
31 3 93239
8 25 93251
5 15 93308
27 9 93945
23 10 94591
25 35 94611
1 6 94711
26 1 95144
25 30 95221
22 27 95358
34 1 95484
20 14 95530
34 25 95855
14 21 96029
36 29 96083
22 12 96472
28 35 96631
16 24 97394
11 9 98200
7 13 98358
36 9 98498
15 8 98508
30 18 98633
8 17 99158
25 16 99431
17 15 99485
6 30 99723
12 29 99723
1 24 99743
14 25 99789
15 31 99883
22 36 99911
18 15 100731
5 16 100848
10 25 100979
23 22 101150
8 31 101243
10 14 101938
5 20 101984
12 19 102054
26 28 102218
21 5 102483
34 28 102558
13 32 102614
27 8 102624
3 10 102739
27 28 103063
27 4 103290
34 18 103569
22 9 103858
11 1 104000
29 23 104401
6 34 104659
15 16 104688
24 25 104797
1 12 105051
36 8 105490
11 12 105586
36 15 105817
28 32 106114
19 23 106732
28 24 106817
17 16 107025
9 29 107109
11 10 107165
16 31 107423
3 23 107491
29 3 107784
18 24 108209
20 31 108559
17 21 108660
16 27 108804
21 31 109058
13 4 109266
24 6 109299
9 19 109440
33 13 109765
20 15 110024
11 23 110264
21 15 110523
1 27 111534
22 3 111612
16 10 112158
25 1 112159
25 36 112248
22 8 112537
5 6 112753
16 36 113357
11 5 114092
36 20 114493
25 31 114826
10 5 114923
21 36 114992
35 13 115945
13 30 116555
1 10 116561
6 15 116593
11 25 116652
8 19 118119
12 20 118133
18 31 118238
21 10 118558
22 16 118717
8 3 118878
20 21 119199
6 31 119328
6 27 120709
4 2 120784
2 22 120819
17 10 121100
34 13 121491
8 11 121651
23 20 122811
15 10 122963
20 29 123104
21 29 123603
6 10 124063
18 36 124172
4 31 124342
16 3 125058
6 36 125262
20 9 125519
24 13 126131
20 22 126932
21 22 127431
10 36 127432
11 16 127831
13 25 128168
14 11 128189
17 13 128292
35 11 128615
22 25 129048
5 13 129585
4 36 130276
25 3 132461
31 1 132586
5 28 133085
15 13 133425
11 7 133842
8 20 134198
11 26 134202
4 20 134483
11 34 134542
8 21 134697
4 21 134982
18 3 135873
31 13 136160
2 10 136167
15 11 136703
3 6 136963
27 13 137541
36 1 138520
11 24 138801
15 25 139105
17 28 139262
28 31 139660
6 11 139736
16 20 140378
21 16 140877
13 10 140895
28 15 141125
1 20 142727
1 21 143226
1 22 144630
28 23 145637
3 2 146897
22 13 147454
20 25 147781
25 21 148280
26 19 149070
10 28 149160
28 12 149234
19 7 149430
11 27 150592
13 29 150705
20 18 151193
21 18 151692
6 21 152782
13 19 153036
19 32 153686
3 13 153795
28 29 154205
28 9 156620
28 8 157024
22 28 158033
19 4 160338
19 33 160837
19 1 162615
2 21 162716
4 28 165584
3 11 166465
11 31 166549
19 35 167017
19 30 167627
11 29 167840
2 11 168086
20 13 169115
28 16 171479
2 9 171682
19 34 172563
28 1 173828
26 2 176634
2 7 176994
24 19 177203
1 2 177482
11 36 177578
28 18 178322
25 28 178882
25 19 179240
5 19 180657
2 32 181250
11 20 181785
11 21 182284
28 6 183384
2 23 183746
15 19 184497
19 17 186834
31 19 187232
5 2 187574
33 2 188401
2 25 190134
13 28 191941
19 10 191967
36 19 193166
2 28 193318
2 17 193751
2 35 194581
14 2 194688
29 2 196842
2 16 201313
29 19 201777
19 3 204867
19 11 207640
2 31 211387
11 28 212886
6 2 213218
19 21 220686
2 36 220730
2 13 230050
2 20 247751
Case #85: Impossible
Case #86: 75
11 7 5208
4 13 15315
6 7 31213
14 12 34642
11 6 36421
2 8 44821
10 14 45104
4 6 74378
10 12 79746
12 11 81114
12 7 86322
12 4 88297
13 2 92246
12 13 103612
7 8 105259
4 7 105591
8 10 109614
4 11 110799
14 11 115756
12 6 117535
13 7 120906
7 14 120964
13 11 126114
6 8 136472
13 14 138254
2 11 144872
2 7 150080
14 6 152177
8 4 152382
2 10 154435
14 8 154718
11 10 160860
10 7 165290
10 4 168043
12 8 181165
6 2 181293
10 13 183358
1 7 183861
11 1 189069
12 2 195858
10 6 196503
2 14 199539
9 12 226841
1 14 256454
14 9 261483
12 1 270183
14 3 272378
1 3 279494
1 8 289120
4 1 289452
1 10 301558
1 13 304767
3 12 307020
11 9 307955
7 9 313163
9 4 315138
3 10 317482
9 13 330453
2 9 333324
1 2 333941
9 6 344376
3 11 388134
4 3 395317
3 6 420058
8 3 427096
5 9 444945
5 8 464753
1 9 474679
5 1 507740
2 5 509574
5 7 570012
13 5 597457
5 6 601225
12 5 610612
5 3 704171
Case #87: 10
4 3 38171
3 2 43812
4 6 103463
4 5 268339
5 3 306510
5 2 345289
5 6 371802
1 2 438903
7 6 591849
1 5 602043
Case #88: 79
3 15 24350
24 19 46667
25 23 94929
7 4 101091
25 7 116524
25 21 151866
4 27 156649
22 4 156674
22 14 160919
3 1 168178
4 24 172987
5 15 187960
7 20 189280
7 18 190883
25 1 192917
28 11 202024
29 9 210218
18 19 216112
9 14 223499
15 9 225985
13 12 228298
12 24 235959
19 17 240051
26 12 243648
27 20 244838
5 27 249034
3 20 264262
26 15 265639
23 20 274968
18 28 287110
2 20 313053
22 27 313323
9 18 317536
12 3 328887
22 24 329661
11 14 336444
23 26 340839
8 15 344183
9 28 344418
21 6 346878
10 20 347881
18 26 348700
12 2 349464
19 21 370150
12 7 371225
1 5 373585
2 22 375398
22 9 384418
2 6 384964
7 16 386656
20 26 389346
23 6 392416
12 27 402624
28 13 410356
20 8 410870
22 26 415582
27 13 432535
25 26 435768
13 25 437487
11 27 445120
20 22 447045
10 23 476396
1 10 498660
16 25 503180
28 2 505547
11 2 515387
10 25 519780
10 3 530904
23 13 532416
2 13 571983
26 10 589080
8 16 591253
11 8 594159
21 16 608469
13 9 614746
26 6 620968
5 13 640204
10 9 663814
10 16 672090
Case #89: 177
24 16 5906
25 33 34141
5 22 40825
8 1 55257
27 25 56244
25 23 56671
19 13 60360
18 5 60470
28 1 61204
15 26 66496
13 31 66934
26 13 73110
19 21 74152
21 27 74790
31 25 77892
13 14 80383
22 28 84452
3 32 84822
14 17 86044
23 33 90812
21 7 94089
29 1 97103
16 23 99024
28 18 104097
5 33 105870
31 29 108485
20 8 109044
9 31 110720
27 5 111535
4 22 117279
13 25 118773
1 33 123447
28 19 125225
19 31 127294
21 25 131034
6 24 131870
7 23 132214
9 28 133234
18 8 133304
9 29 133659
31 15 136824
29 18 139996
5 25 140011
23 8 141336
29 25 143081
9 20 144122
1 7 145509
8 4 149288
33 28 149497
9 5 150068
32 22 151198
7 9 151667
26 3 151990
8 19 154432
28 13 156490
15 30 157131
1 25 157588
5 4 158104
27 15 158472
25 22 159206
14 7 160680
21 29 161627
26 27 161692
13 4 167492
8 15 167752
5 12 167777
18 27 172005
15 28 173699
13 29 175419
30 10 176498
22 21 177752
26 1 178991
21 4 179753
13 22 182783
8 32 183207
25 30 184188
1 12 185354
2 21 185518
20 23 186362
12 7 188773
11 16 189484
17 31 190131
9 22 190893
32 21 191693
29 4 191800
26 25 191883
32 5 192023
31 18 193653
3 15 199230
20 19 199458
29 23 199752
18 25 200481
12 21 200968
20 31 201645
22 26 202239
22 24 202445
19 24 208202
30 20 208680
15 29 209598
32 19 211618
27 16 211939
15 20 212778
12 13 214760
12 4 214898
30 33 218329
2 4 218498
4 18 218574
4 15 221245
17 4 223431
1 6 223923
24 7 225332
12 25 225718
2 23 226450
10 27 227543
24 31 227681
32 31 229189
26 28 229600
9 14 230453
17 7 231078
17 23 231383
33 17 231522
1 16 231599
11 14 231773
8 26 232645
31 16 233587
28 3 233923
28 32 235650
32 26 236812
3 8 236968
16 30 242445
14 22 244343
30 3 244446
15 17 244994
23 9 245283
2 7 245322
29 26 248529
24 26 248537
3 29 252852
30 7 259731
20 13 259818
33 12 259859
5 17 260742
6 29 260855
32 9 271148
15 10 274199
11 32 276315
8 6 279180
16 28 279847
24 29 292870
13 10 295684
17 29 298616
30 9 299391
18 6 301970
5 11 308361
20 2 310824
24 12 315968
24 2 319568
16 17 321744
16 2 325474
10 22 326194
16 14 326306
10 26 327011
6 11 327260
9 10 331686
11 31 335860
2 17 338153
16 9 344307
11 28 351988
32 16 359549
6 31 359551
6 3 371735
10 2 371865
7 11 376807
13 6 383458
11 29 387887
21 6 397250
6 12 409277
Case #90: 153
1 2 23066
4 7 30136
16 1 37549
16 11 44429
31 21 46653
9 33 49522
17 26 52589
4 31 56919
7 16 58579
11 2 58912
36 35 59392
17 13 64147
10 25 69137
31 38 74256
26 16 78415
9 36 78466
33 10 79283
26 36 79717
31 3 86837
28 2 89124
36 33 89840
35 17 91850
21 28 92818
35 23 95836
31 25 98035
29 21 98496
25 24 101690
5 4 102524
36 11 102698
4 28 103084
2 13 104441
15 17 105657
37 25 105774
4 26 106843
19 16 107421
23 17 110233
25 3 110585
1 5 111639
31 8 114797
38 2 117215
20 30 117265
35 28 118058
5 11 118510
33 31 119633
33 25 120630
33 13 121529
21 9 123789
29 11 124748
11 25 125619
31 10 126793
24 19 127921
9 10 128805
24 26 129693
15 18 130909
33 2 131469
26 22 133471
7 34 135660
7 22 135844
30 26 135986
19 3 136816
15 30 140390
20 16 140483
19 18 143972
29 31 145149
15 2 145951
24 1 146241
9 7 147541
14 6 148052
28 33 148506
26 12 148715
31 6 149903
17 6 152568
33 1 154535
9 29 157560
20 21 158678
13 12 160273
33 27 160930
3 38 161093
11 33 161443
23 12 161525
10 8 162013
36 22 164474
31 20 164484
33 5 165238
6 11 165856
20 17 167149
33 34 168417
2 37 172481
37 10 174911
10 12 175420
28 10 179746
2 34 179756
23 29 181827
28 19 182062
23 6 183671
26 18 183977
39 15 184346
11 20 184912
15 6 186684
30 3 187698
11 8 187702
16 22 194423
27 7 194853
9 19 196383
15 25 201027
37 17 205987
10 18 207004
35 6 207505
5 20 210089
5 34 210701
20 12 210798
9 18 211437
22 21 212600
26 34 212861
27 8 213414
4 32 214069
18 16 217821
8 28 217914
20 33 218897
38 29 219405
35 22 223866
23 27 226318
1 18 226404
15 19 227258
35 18 230511
37 36 233602
18 31 233901
21 39 236738
29 6 238100
9 30 240425
20 24 244253
34 36 245720
39 3 247956
14 22 248776
2 14 255007
22 37 264229
14 16 269479
24 27 272766
32 33 276035
13 18 288840
15 14 296624
36 14 306085
14 8 308429
11 14 313908
15 32 317094
14 35 317445
32 8 328899
14 23 331723
27 32 334018
10 14 340696
14 33 347893
22 32 380049
14 37 380408
Case #91: Impossible
Case #92: Impossible
Case #93: 12
4 6 133324
3 2 233912
4 2 405427
2 5 426473
3 4 508813
1 3 533059
2 6 538751
3 5 660385
5 4 708105
1 2 750192
6 5 841429
1 4 960950
Case #94: 481
1 18 30
26 29 260
25 4 1045
14 12 5076
7 12 9560
33 24 9950
15 26 11877
15 29 12137
1 26 12230
26 18 12260
29 1 12490
18 29 12520
26 9 14055
29 9 14315
5 15 16812
14 28 20614
15 1 24107
18 15 24137
8 25 24854
28 12 25690
21 26 25739
13 15 25875
8 4 25899
15 9 25932
21 29 25999
1 9 26285
18 9 26315
9 31 28200
5 26 28689
29 5 28949
8 18 29280
1 8 29310
21 1 29468
22 9 32041
16 8 33575
7 28 35250
31 13 35732
26 25 37390
21 15 37616
25 29 37650
29 13 38012
20 33 38083
9 14 38252
26 4 38435
4 29 38695
9 17 38699
9 21 39794
1 31 40132
18 31 40162
33 9 40309
5 1 40919
8 26 41540
23 28 41632
15 22 41635
29 8 41800
26 31 42255
31 29 42515
13 5 42687
9 5 42744
12 9 43328
24 19 44154
22 26 46096
29 22 46356
20 24 48033
29 17 48326
15 25 49267
1 25 49620
25 18 49650
1 13 49982
24 9 50259
15 4 50312
18 4 50695
25 9 51445
13 19 51541
13 9 51807
14 26 52307
4 9 52490
29 14 52567
9 7 52888
15 8 53417
26 27 53422
17 21 53656
29 27 53682
19 33 54104
15 31 54132
26 33 54364
33 29 54624
9 8 55595
12 26 57383
29 12 57643
22 1 58326
18 22 58356
5 22 58447
21 8 58718
28 9 58866
19 17 58922
16 7 59344
15 17 59943
31 22 60241
1 17 60296
17 18 60326
24 11 61256
23 14 62246
2 4 62268
19 4 62815
18 16 62855
1 16 62885
13 21 63491
19 25 63860
4 21 64174
15 14 64184
26 24 64314
1 14 64537
14 18 64567
29 24 64574
19 12 64877
15 27 65299
27 18 65682
10 9 65994
25 5 66079
15 33 66241
14 31 66452
33 1 66594
33 18 66624
23 12 66716
17 31 66899
7 26 66943
5 4 67124
7 29 67203
27 9 67477
13 22 67510
21 16 67667
21 31 67994
31 33 68509
16 12 68904
15 12 69260
8 31 69442
1 12 69613
18 12 69643
14 19 69953
13 7 70004
5 8 70229
22 14 70293
22 17 70740
5 31 70944
11 33 71206
12 31 71528
22 21 71835
22 33 72350
26 28 72921
28 29 73181
14 16 73980
19 7 74437
26 16 75115
13 25 75142
22 12 75369
16 29 75375
4 13 76187
24 15 76191
7 23 76276
1 24 76544
5 17 76755
19 15 77416
21 14 78046
19 18 78354
19 1 78384
20 9 78392
14 33 78561
33 17 79008
21 27 79161
7 1 79173
13 8 79292
25 31 79645
10 26 80049
33 21 80103
29 10 80309
31 4 80690
5 14 80996
12 17 82027
27 5 82111
16 19 82649
5 33 83053
12 21 83122
22 25 83486
22 4 84531
14 13 84640
15 28 84798
7 22 84929
1 28 85151
18 28 85181
25 17 85456
13 17 85818
12 5 86072
4 17 86501
15 16 86992
8 22 87636
8 2 88167
24 14 88511
24 17 88958
9 16 89170
26 19 89293
19 29 89553
14 25 89697
21 24 90053
7 24 90220
28 19 90567
4 14 90742
27 25 90812
22 28 90907
13 27 91174
7 17 91587
25 33 91754
4 27 91857
10 15 91926
33 13 92116
19 20 92187
10 1 92279
18 10 92309
20 26 92447
21 7 92682
20 29 92707
4 33 92799
24 5 93003
24 8 93228
24 12 93587
8 14 93847
5 19 94228
19 9 94413
28 16 94594
27 8 94962
7 5 95632
31 27 95677
13 24 95695
12 4 95818
33 8 95904
17 28 97565
28 21 98660
12 8 98923
28 33 99175
11 21 99447
27 22 99518
33 30 99859
23 9 100498
2 26 100703
29 2 100963
17 27 101488
24 25 101704
24 4 102749
16 31 103017
16 5 103804
10 14 104246
15 20 104324
25 7 104333
1 20 104677
10 17 104693
20 18 104707
13 28 105254
7 4 105378
19 11 105410
27 14 105729
10 21 105788
31 2 105824
10 33 106303
6 28 107182
33 27 107786
21 19 107792
5 10 108738
28 24 109125
20 11 109289
12 10 109322
30 24 109809
28 25 110311
22 20 110433
4 28 111356
11 9 111515
